subs,title
"[,],Notes,[,],Bibliography",No. 44 Squadron RAF
"[,],Bibliography",Ron Middleton
"[,],World War I,[,],World War II,[,],Post war,[,],Notes,[,],Bibliography",No. 149 Squadron RAF
,Anthony Miers
"[,],Perpetuations,[,],Battle honours",The South Saskatchewan Regiment
,Rehman Malik
,HMS 
"[,],Books",Charles Merritt
"[,],Geology,[,],Portland Bill,[,],Ecology,[,],Climate,[,],Sport and recreation,[,],Rabbits,[,],Literature,[,],Vernacular",Isle of Portland
,Jack Foreman Mantle
,Leslie Thomas Manser
"[,],World War I,[,],Reformation and World War II,[,],Jet operations",No. 50 Squadron RAF
"[,],First World War,[,],Second World War,[,],Post war,[,],Notes,[,],Bibliography",No. 18 Squadron RAF
,Hugh Gordon Malcolm
,River Melfa
,John Keefer Mahony
"[,],The Great War,[,],Between the Wars,[,],Second World War,[,],Post war,[,],The Great War,[,],The Second World War,[,],Citations,[,],Bibliography",Royal Westminster Regiment
"[,],Award of the Victoria Cross,[,],Magennis plaques,[,],Ashcroft collection",James Joseph Magennis
,Tarakan Island
,Jack Mackey
"[,],Early history,[,],Dutch and British control,[,],World War II,[,],Recent history",Borneo
,"Charles Lyell, 2nd Baron Lyell"
"[,],Second World War,[,],Post-war",No. 22 Squadron RAAF
"[,],Resupply flights",David Lord
,"HMS , (N98)"
,2/3rd Pioneer Battalion (Australia)
,John Wallace Linton
"[,],Service in the Second World War","HMS , (N42)"
,"Lingen, Germany"
,Ian Oswald Liddell
,No. 49 Squadron RAF
,Roderick Alastair Brook Learoyd
"[,],First World War,[,],Inter-war period,[,],Second World War,[,],Post–World War II",King's African Rifles
,Anders Lassen
,Nigel Gray Leakey
,Tebourba
,Wallace Le Patourel
,No. 271 Squadron RAF
,Ningthoukhong
,7th Duke of Edinburgh's Own Gurkha Rifles
,Ganju Lama
,No. 1 Commando
"[,],Japanese counter-attack",Battle of Hill 170
"[,],Formation,[,],United Kingdom,[,],Middle East,[,],Greece,[,],Crete,[,],North Africa,[,],Italy,[,],Disbandment",Māori Battalion
,George Arthur Knowland
,"Isurava, Papua New Guinea"
,Bill Kibby
,No. 11 (Scottish) Commando
"[,],Tourism,[,],Education,[,],Religion,[,],Sports,[,],Road network,[,],Public transit","Bayda, Libya"
,Geoffrey Keyes (VC)
"[,],VC Details",John Kenneally
,Civil decorations of Pakistan
,Log in / create account
"[,],Royal Orders,[,],Royal Medals,[,],Royal Anniversary Medals","Orders, decorations, and medals of Hawaii"
,Log in / create account
,New Zealand Royal Honours System
"[,],Grand Companion of the Order of Logohu,[,],Officer of Logohu,[,],Member of Logohu,[,],National Logohu Medal",Papua New Guinea honours system
,Fijian honours system
,Civil decorations of Pakistan: Revision history
"[,]",Orders and Medals of Soviet Republics
"[,],Order of Australia,[,],Gallantry,[,],Bravery,[,],Distinguished/Conspicuous/Nursing Service,[,],Meritorious Service,[,],Campaign and Overseas Service,[,],Special Service,[,],Commemorative,[,],Long Service,[,],Champion Shots","Orders, decorations, and medals of Australia"
,Talk:Civil decorations of Pakistan
,Orders and medals of Federal Republic of Yugoslavia
"[,],General,[,],Campaign Medals,[,],Development/Restoration Campaigns,[,],Maternity Medals,[,],Soviet Armed Forces Jubilees,[,],Second World War Jubilees,[,],Other Commemorative Medals","Orders, decorations, and medals of the Soviet Union"
"[,],Commemorative medal,[,],Other Medals","Orders, decorations, and medals of SFR Yugoslavia"
,"Orders, decorations, and medals of the Kingdom of Yugoslavia"
"[,],Knights","Orders, decorations, and medals of the Independent State of Croatia"
,"Orders, decorations, and medals of Nazi Germany"
"[,],Imperial German badges","Orders, decorations, and medals of Imperial Germany"
"[,],Hero of the German Democratic Republic,[,],Hero of Labour,[,],Order,[,],Military decorations","Orders, decorations, and medals of East Germany"
,"Orders, decorations, and medals of Turkey"
"[,],Supreme Order of Christ,[,],Order of the Golden Spur,[,],Order of Pius IX,[,],Order of St. Gregory the Great,[,],Order of St. Sylvester Pope and Martyr,[,],Order of the Holy Sepulchre,[,],Sovereign Military Order of Malta,[,],Teutonic Knights",Papal Orders of Chivalry
"[,],Royal Orders,[,],Orders under the patronage of the King","Orders, decorations, and medals of Sweden"
"[,],Military orders and decorations,[,],Military campaign medals,[,],Coronation and Jubilee medals,[,],Efficiency and long service decorations and medals,[,],National independence medals,[,],International campaign medals,[,],Commonwealth orders,[,],Commonwealth decorations,[,],Commonwealth campaign and commemorative medals,[,],Foreign orders,[,],Foreign decorations,[,],Foreign campaign and commemorative medals,[,],Decorations and medals authorised for acceptance but not for official wear,[,],Campaign medals authorised for acceptance but not for official wear,[,],Campaign medals not authorised for acceptance or official wear,[,],Footnotes,[,],Bibliography",Military awards and decorations of the United Kingdom
"[,],Orders of Honours,[,],New Year and Birthday Honours,[,],New Year Honours lists,[,],Queen's Birthday Honours lists,[,],Prime Minister's Resignation Honours,[,],The Order of St Patrick,[,],Imperial orders,[,],The Royal Guelphic Order,[,],Hereditary peerage,[,],Life peerage,[,],Baronetcy,[,],Knighthood,[,],Order of St John,[,],Other orders,[,],Bibliography","Orders, decorations, and medals of the United Kingdom"
,"Orders, decorations, and medals of Slovakia"
"[,],Dinastic Order,[,],Politics & Justice,[,],Culture & Society,[,],Social Affairs,[,],Security,[,],Socioeconomics,[,],Regions,[,],Others","Orders, decorations, and medals of Spain"
,"Orders, decorations, and medals of Slovenia"
,"Orders, decorations, and medals of Serbia"
,"List of orders, decorations, and medals of the Russian Federation"
"[,],Formation,[,],Middle East,[,],New Guinea,[,],Borneo,[,],Disbandment",2/14th Battalion (Australia)
"[,],National decorations,[,],Commemorative decorations,[,],Military decorations in time of peace,[,],Civil decorations on domains of activity,[,],Wartime military decorations,[,],Honorific signs","Orders, decorations, and medals of Romania"
,"Orders, decorations, and medals of Poland"
"[,],Order of the Tower and Sword,[,],Military Order of Christ,[,],Military Order of Aviz,[,],Military Order of St. James of the Sword,[,],Order of Prince Henry,[,],Order of Liberty,[,],Order of Merit,[,],Order of Public Instruction,[,],Orders of Entrepreneurial Merit,[,],Order of the Colonial Empire,[,],Order of the Immaculate Conception of Vila Viçosa,[,],Order of Saint Michael of the Wing,[,],Order of Saint Isabel,[,],Current Order of Precedence,[,],Former Order of Precedence","Orders, decorations, and medals of Portugal"
"[,]","Orders, decorations, and medals of Norway"
,Decorations and medals of the Netherlands
,"Orders, decorations, and medals of Monaco"
"[,],Battle of Isurava",Bruce Kingsbury
,"Orders, decorations, and medals of Luxembourg"
,"Orders, decorations, and medals of Montenegro"
"[,],Orders,[,],Medals and other decorations,[,],Order of precedence of decorations","Orders, decorations, and medals of Lithuania"
,List of Italian orders of knighthood
"[,],Order of the National Hero of Georgia ,[,],St. George's Victory Order ,[,],Order of David Agmashenebeli ,[,],Order of the Golden Fleece ,[,],Vakhtang Gorgasali Order , , ,[,],Order of Honor ,[,],Military Courage Medal ,[,],Military Honor Medal ,[,],Honor Medal ","Orders, decorations, and medals of Georgia"
"[,],Footnotes",Military awards and decorations of Ireland
,"Orders, decorations, and medals of Finland"
"[,],19th century,[,],1900-1914,[,],1st World War (1914-1918),[,],Between the two wars (1918-1939),[,],Second World War (1939-1945),[,],After 1945,[,],Ministerial Orders,[,],Colonial Orders","Orders, decorations, and medals of France"
,"Orders, decorations, and medals of Estonia"
"[,],Post World War II,[,],Cold War Era,[,],Modern Day Awards,[,],Federal Civil Decorations,[,],Decorations of the Bundeswehr,[,],Authorized Second World War Decorations,[,],Flood Service Awards,[,],Sports Decorations,[,],Qualification insignia,[,],Foreign awards",Awards and decorations of the German Armed Forces
,Military awards and decorations of the Czech Republic
,State decorations of the Czech Republic
"[,],Order of State,[,],Order of ,[,],Civil Orders,[,],Uniformed Service Orders,[,],Commemorative Medals,[,],Historic Medals","List of orders, decorations, and medals of the Kingdom of Denmark"
,"Orders, decorations, and medals of Croatia"
"[,],Orders,[,],Medals","Orders, decorations, and medals of Bosnia and Herzegovina"
"[,],Orders,[,],Medals,[,],Table Medals,[,],Unnoffical Medals,[,],Honorary Titles,[,],Orders,[,],Medals,[,],Titles,[,],Orders,[,],Medals,[,],Titles,[,],Orders,[,],Medals,[,],Table Medals,[,],Badges","Orders, decorations, and medals of Bulgaria"
"[,],Order of Leopold,[,],Order of the Crown,[,],Order of Leopold II,[,],Order of the African Star,[,],Royal Order of the Lion,[,],Belgian Revolution (1830–31),[,],Franco-Prussian War (1870–71),[,],World War 1 (1914–18),[,],World War 2 (1940–45),[,],Korean War (1950–53),[,],Military medals and decorations,[,],Civilian medals and decorations","List of Orders, Decorations and Medals of the Kingdom of Belgium"
"[,],Awardees,[,],Commemorative Medals","Orders, decorations, and medals of Belarus"
,Honours system in Austria
"[,],Medals of the Republic of Armenia,[,],Honorary Titles in the Republic of Armenia",Awards and decorations of Armenia
,South Vietnamese decorations for United States Service Members
"[,],Prior to 1945,[,],1945-1990,[,],Post 1990",Civil awards and decorations of Albania
,Singaporean orders and decorations
"[,],Medals for acts of bravery,[,],Medals for services to the State,[,],Medals for services to the Monarch,[,],Medals for commemorative occasions,[,],Medals for the Thai Red Cross Society",List of orders and medals of Thailand
"[,],[,],Beauty,[,],[,],[,],[,],[,],[,]","List of prizes, medals, and awards in Sri Lanka"
"[,],First Class Rank,[,],Second Class Rank,[,],Third Class Rank,[,],Fourth Class Rank,[,],Fifth Class Rank,[,],Sixth Class Rank,[,],Seventh Class Rank,[,],Eight Class Rank,[,],Military Personnel Decorations,[,],Civilian Para-military Personnel Decorations,[,],Civilian Defense Personnel Decorations,[,],Military Unit Decorations,[,],Civilian Para-military Unit Decorations,[,],Military Service Medals and Ribbons,[,],Streamers,[,],Personal Decorations,[,],Service Medals & Ribbons,[,],Unit Decorations,[,],Plaques,[,],Law Enforcement Personal Decorations,[,],Law Enforcement Unit Decorations,[,],Law Enforcement Service Medals and Ribbons,[,],Constabulary Personnel Decorations,[,],Constabulary Service Medals and Ribbons","Orders, decorations, and medals of the Philippines"
"[,],Commemorative Orders,[,],Commemorative Medals",Orders and Medals of the Democratic People's Republic of Korea
,"Orders, decorations, and medals of Macau"
"[,],Honorary medals,[,],Military medals,[,],Police medals,[,],Federal Territories,[,],Johor","Orders, decorations, and medals of Malaysia"
"[,],SFR Yugoslavia,[,],FR Yugoslavia",Order of Freedom
,Japanese honors system
,Military Merit Medal (Vietnam)
,Castle of Good Hope Decoration
"[,],Single award,[,],Twice awarded,[,],Three times awarded,[,],Four times awarded,[,],Foreign recipients (all single awards)",Hero of the Soviet Union
"[,],Founding of Vietnam,[,],1955–1963,[,],1963–1973,[,],1973–1975,[,],Fall of Saigon: April 1975,[,],Relationship with the United States,[,],Radio,[,],Television,[,],Newspapers",South Vietnam
,Second Spanish Republic
,Laureate Plate of Madrid
,Grand Cross of Valour
,Order of Lāčplēsis
"[,],First Class,[,],Second Class,[,],Third Class,[,],Fourth Class,[,],Fifth Class,[,],Sixth Class,[,],Seventh Class,[,],Unknown Class",Order of the Golden Kite
,Military Merit Order (Württemberg)
"[,],Frederick II,[,],William I,[,],Charles I,[,],William II,[,],Constitution,[,],Religion,[,],Education,[,],Army,[,],Finances,[,],Population,[,],Agriculture,[,],Mining,[,],Manufacturers,[,],Commerce,[,],Transport",Kingdom of Württemberg
"[,],Knight's Cross (,),[,],Knight's Cross with Oak Leaves (,),[,],Knight's Cross with Oak Leaves and Swords (,),[,],Knight's Cross with Oak Leaves, Swords and Diamonds (,),[,],Knight's Cross with Golden Oak Leaves, Swords and Diamonds (,),[,],Prerequisites,[,],Distribution by Service,[,],Distribution by Rank,[,],Non-existent recipients,[,],Association of Knight's Cross Recipients",Knight's Cross of the Iron Cross
,Military Order of St. Henry
,Kingdom of Saxony
"[,],The Medieval period,[,],The Reformation period,[,],Latvia in the Russian Empire,[,],Declaration of Independence,[,],Latvia in World War II,[,],Soviet era,[,],Restoration of independence,[,],Climate,[,],Environment,[,],Biodiversity,[,],Regions and divisions,[,],Foreign relations,[,],Human rights,[,],Military,[,],Economic contraction and recovery (2008-2012),[,],Infrastructure,[,],Ethnic groups,[,],Language,[,],Religion,[,],Education,[,],Health,[,],Cuisine,[,],Sports",Latvia
,Military Order of Max Joseph
,Vietnam awards and decorations
"[,],Notable recipients",
"[,],Foundation,[,],Constitution,[,],Ludwig I, Maximilian II and the Revolutions,[,],Austro-Prussian War,[,],Ludwig II and the German Empire,[,],Regency and institutional reform,[,],World War I and the end of the Kingdom,[,],Statistics",Kingdom of Bavaria
"[,],Establishment,[,],1701–1740: Early history,[,],1740–1760: The Silesian Wars,[,],1772, 1793, and 1795: Partitions of Polish–Lithuanian Commonwealth,[,],1801–1815: Napoleonic Wars,[,],1815: After Napoleon,[,],1848–1871: The German wars of unification,[,],1871–1918: peak and fall",Kingdom of Prussia
,Medal of Bravery (Hungary)
,Kingdom of Hungary (1920–1946)
"[,],Grand Cross,[,],Commander's Cross,[,],Knight’s Cross",Military Order of Maria Theresa
,Order of Saint Louis
,Southern Cross of Honor
"[,],Victoria Cross,[,],Separate Commonwealth awards",Victoria Cross for New Zealand
"[,],Original medal,[,],Separate Commonwealth awards,[,],Mark Donaldson,[,],Ben Roberts-Smith,[,],Daniel Keighran",Victoria Cross for Australia
"[,],A revolution in disunion,[,],Secession,[,],Diplomacy,[,],The Confederacy at War,[,],""Died of states' rights"",[,],Constitution,[,],Civil liberties,[,],Political economy,[,],Transportation systems,[,],Financial instruments,[,],Food shortages and riots,[,],Devastation by 1865,[,],Effect on women and families,[,],National flags,[,],States and flags,[,],Region and climate,[,],Demographics,[,],Overviews and historiography,[,],State studies,[,],Topical history,[,],Primary sources",Confederate States of America
"[,],Display",Hero of Ukraine
,Order of the Sword
,Order of Rama
,Parama Weera Vibhushanaya
,Laureate Cross of Saint Ferdinand
"[,],Guidelines",Nkwe ya Gauta
,Order of Michael the Brave
,Hero of the Russian Federation
"[,], & ,[,],[,],[,],[,],[,],Foreign Military",Philippine Medal of Valor
,Virtuti Militari
"[,],Pre-historic Sri Lanka,[,],Ancient Sri Lanka,[,],Medieval Sri Lanka,[,],Colonization,[,],Independence,[,],Flora and fauna,[,],Government,[,],Administrative divisions,[,],Food and festivals,[,],Visual, literary and performing arts,[,],Education,[,],Sports",Sri Lanka
"[,],Canadian recipient,[,],Norwegian recipients,[,],UK recipients,[,],US Recipients",War Cross (Norway)
,Military William Order
,Order of the Military Cross
,Medal of Valor (Israel)
,Seri Pahlawan Gagah Perkasa
,Gold Medal of Military Valor
,Bundeswehr Cross of Honour for Valour
,Cross of Valour (Greece)
,Military Medal for Gallantry
"[,],Twice decorated",Mannerheim Cross
,Valour Cross
,Cross of Liberty (Estonia)
,Nishan-e-Pakistan
" Adding pages without visiting them , Adding whole categories ",Book creator
,Cite
,"Information for ""Nishan-e-Pakistan"""
,"Pages that link to ""Nishan-e-Pakistan"""
,Talk:Nishan-e-Pakistan
,"Changes related to ""Nishan-e-Pakistan"""
,Log in / create account
,Log in / create account
,Nishan-e-Pakistan: Revision history
,Nishan-e-Pakistan
,Category:Recipients of the Nishan-e-Pakistan
,Template talk:Pakistan-stub
,Template:Pakistan-stub
,Category:Pakistan stubs
,Victoria Cross (Canada)
,Hero's Medal
,"Rendering,Want to print more than one article?"
"[,],National Orders,[,],Foreign Orders",List of awards and honours bestowed upon Nelson Mandela
,Editing Nishan-e-Pakistan
,Editing Nishan-e-Pakistan (section)
,Editing Template:Pakistan-stub
,Emmanuel Nicholas
,Li Xiaolin
,Ahmed Hussain A. Kazi
,Hermanegild Marcos Antonio Drago
,Editing Nishan-e-Pakistan (section)
,Editing Nishan-e-Pakistan (section)
"[,],Chitral District,[,],Central Khyber Pakhtunkhwa,[,],Southern Khyber Pakhtunkhwa,[,],Religion,[,],Major educational establishments",Khyber Pakhtunkhwa
"Economic development,Markets,Production, cost, and efficiency,Specialization,Supply and demand,Firms,Uncertainty and game theory,Market failure,Public sector,Growth,Business cycle,Unemployment,Inflation and monetary policy,Fiscal policy,Theory,Empirical investigation,Profession,Classical political economy,Marxism,Neoclassical economics,Keynesian economics,Chicago school of economics,Other schools and approaches,General criticisms,Criticisms of assumptions",Economics
"[,],Additional roles",Archbishop of Canterbury
,
,Editing Nishan-e-Pakistan (section)
"[,],Criticism,[,],Responses",Central Asia Institute
,Khaled Al Maeena
"[,],Criticism,[,],Allegations,[,],Responses,[,],Lawsuits,[,],Awards,[,],Honorary degrees",Greg Mortenson
,Farooq Sattar
"[,],England and Wales,[,],Scotland,[,],Northern Ireland,[,],Nigeria,[,],Hong Kong,[,],Australia,[,],New Zealand,[,],Canada,[,],Sri Lanka,[,],Court dress,[,],Ceremonial dress",Queen's Counsel
"[,],Knights and Dames Grand Cross,[,],Honorary",Order of the British Empire
"[,],Knights of the Bath,[,],Foundation of the order,[,],Restructuring in 1815,[,],The Victorian era,[,],The 20th century,[,],Sovereign,[,],Great Master,[,],Members,[,],Officers",Order of the Bath
"Common mistakes to fix,Things which do not need to be fixed,Spelling,Etiquette",Wikipedia:Basic copyediting
,Pakistan Peoples Party Parliamentarians
"[,],Text of the Proclamation of Emergency,[,],Text of Provisional Constitutional Order 2007,[,],Pakistan,[,],International,[,],TV Broadcast","Pakistani state of emergency, 2007"
,Anti Terrorism Court of Pakistan
"[,],Common names",Lower house
,Editing Government of Pakistan
"[,],2012-present",Parliament of Pakistan
,Editing Government of Pakistan (section)
,Figurehead
"[,],As political chief,[,],Under a dominant head of state,[,],Indirectly referred as the head of state,[,],Heads of state and government,[,],Appointment,[,],Removal,[,],First among equals or dominating the cabinet?,[,],Current",Head of government
,Westminster system
"[,],Parliamentary system,[,],Semi-presidential systems,[,],Presidential system,[,],Single-party states,[,],Complications with categorization,[,],Symbolic role,[,],Chief diplomatic officer,[,],Chief executive officer,[,],Legislative roles,[,],Summoning and dissolving the legislature,[,],Other prerogatives,[,],Shared and substitute heads of state,[,],Religious heads of state,[,],City states and crowned republics,[,],Multiple or collective heads of state,[,],Unique cases and titles,[,],By fiction or fiat,[,],By divine appointment,[,],By social contract,[,],By constitution,[,],By hereditary succession,[,],By election,[,],By appointment,[,],By force or revolution,[,],By foreign imposition,[,],Loss",Head of state
"[,],Commonwealth of Nations",Parliamentary republic
"[,],Education and Pakistan Movement,[,],Indo-Pakistan conflicts,[,],Post war,[,],Finance minister,[,],Foreign minister,[,],Indo-Pakistan standoff,[,],Academia",Sartaj Aziz
,Administrative units of Pakistan
"[,],Unicameral system,[,],Bicameral system",Parliamentary system
"[,],Placement of maps",Template talk:Politics of Pakistan
"[,],Federations,[,],Unitary states,[,],Other forms of governance,[,],Comparison with other systems of autonomy,[,],Alleged , federations,[,],Contemporary,[,],Long form titles,[,],Defunct",Federation
,Template:Politics of Pakistan
,Portal:Politics
,Editing Template:Politics of Pakistan
"[,],State,[,],Forms of government,[,],Governments of the world,[,],Elections,[,],Political parties,[,],Law,[,],Foreign relations by region,[,],Fields of study of political science,[,],Political theory",Outline of political science
,List of diplomatic missions of Pakistan
"Early and medieval age,Colonial period,Independence and Modern Pakistan,Foreign relations of Pakistan,Administrative divisions,Military,Kashmir conflict,Flora and fauna,Economy,Transport,Science and technology,Education,Religion,Clothing and fashion,Media and entertainment,Literature,Architecture,Cuisine,Sports",Pakistan
"Early history,Partition and dispute,Indo-Pakistani War of 1947,Sino-Indian War,1965 and 1971 wars,1989 popular insurgency and militancy,Al-Qaeda involvement,Conflict in Kargil,Indian view,Pakistani view,Chinese view,Cross-border troubles,Water dispute,Pakistan's relation with militants,Indian administered Kashmir,Pakistan administered Kashmir,Efforts to end the crisis,2008 militant attacks,2008 Kashmir protests,2008 Kashmir elections,2009 Kashmir protests,2010 Kashmir Unrest,US President Obama on the conflict,Further reading",Kashmir conflict
"Junagadh dispute,Kashmir dispute,Kargil war,Other territorial disputes,Water disputes,Bengal refugee crisis,Language disputes,Racial disputes,Religious disputes,Terrorism and state disputes,Ideological disputes,List of some insurgent attacks,Human rights violations by India,Developments since 2004,2001 Gujarat Earthquake in India,2005 Earthquake in Pakistan,Cultural links,Geographic links,Linguistic ties,Matrimonial ties,Sporting ties,Transport links,Diasporic relations,Trade links",India–Pakistan relations
,Local government in Pakistan
,Union councils of Pakistan
,"Government of Punjab, Pakistan"
"[,],Historical overview,[,],Major alliances,[,],Major rivalries,[,],Asia,[,],North Africa,[,],Sub-Saharan Africa,[,],Europe,[,],Americas,[,],Oceania,[,],International organizations",Foreign relations of Pakistan
"Autonomous status and present-day Gilgit-Baltistan,Rock art and petroglyphs,Climate,Languages,Religion",Gilgit–Baltistan
"[,],Early academic career and pastoral ministry,[,],Episcopal ministry,[,],Moral theology,[,],Sharia law,[,],Free market,[,],Creationism,[,],Iraq War and possible attack on Syria or Iran,[,],Opinion about hijab and terrorism,[,],Interview with , magazine,[,],Position on Freemasonry,[,],Unity of the Anglican Communion,[,],Comments on the British Government",Rowan Williams
"[,],Women and elections,[,],Relations with the Pakistani Military,[,],Relations with the Pakistani Government,[,],Frontier Regions,[,],Main cities and towns of the Federally Administered Tribal Areas,[,],Mining,[,],Industrialization,[,],Reconstruction Opportunity Zones (ROZs),[,],Irrigation projects",Federally Administered Tribal Areas
,List of Governors of Pakistan
,"Government of Balochistan, Pakistan"
,Administrative units of Pakistan
,"Pakistani presidential election, 2004"
,Electoral College (Pakistan)
"[,],Code of conduct,[,],Terrorism,[,],Fairness of elections,[,],National Assembly,[,],Provincial assemblies,[,],By-elections,[,],Background information","Pakistani general election, 2008"
"[,],Formation and struggle for democracy,[,],Alliance with Pakistan Peoples Party (PPP),[,],Recent events,[,],Foreign policy",Awami National Party
,"Pakistani presidential election, 2007"
"[,],Violaion of rules in NWFP","Pakistani presidential election, 2008"
"[,],1947 to 1985,[,],1988 to 2008",Elections in Pakistan
"Social policies,Education policies,Tackling corruption,Political policies,Military policies,Nuclear weapons,Foreign policy,Jalsa",Pakistan Tehreek-e-Insaf
"[,],Breakaway from PML-N and Founding,[,],2002 general elections,[,],Developments during PMLQ Government (2002-2007),[,],United PML,[,],Wings of PMLQ,[,],2008 general elections",Pakistan Muslim League (Q)
,Jamaat-e-Islami
"[,],Electoral history,[,],Economic policies,[,],Environmental policies,[,],Science and politics,[,],Foreign policy issues,[,],Party presidents,[,],Quaid (patron),[,],Presidents,[,],Chairman,[,],Senior Vice President (2011–present),[,],Other leaders",Pakistan Muslim League (N)
"[,],Left-wing Beginnings,[,],1970 election and 1971 war,[,],Post war politics,[,],Recent history,[,],Ideology,[,],Issues involving foreign policy,[,],Science and politics,[,],Internal opposition to Asif Zardari,[,],Fellows of Mohtarma Shaheed",Pakistan Peoples Party
,Election Commission of Pakistan
"[,],Founding,[,],Women's Empowerment,[,],Late 1986–1990,[,],1990–1999,[,],2001,[,],2008-Present,[,],Jinnahpur Conspiracy,[,],Leadership among NRO beneficiaries",Muttahida Qaumi Movement
"[,],The Legal Framework Ordinance, MMA-Military relationship, and fallout with the ARD,[,],Competing Islamisms,[,],Corruption and Failure to Deliver",Muttahida Majlis-e-Amal
,District Courts of Pakistan
"[,],Major parties and coalition,[,],Famous regional political parties,[,],Senate,[,],Former National Assembly",List of political parties in Pakistan
,Chief Justice of the Federal Shariat Court
"[,],Composition of Court,[,],List of Chief Justices of Court,[,],List of Justices of Court",Islamabad High Court
,High Courts of Pakistan
,Chief Justice of Pakistan
,Federal Shariat Court
,Supreme Judicial Council of Pakistan
"[,],Fall 2008 cabinet changes,[,],Spring 2009 cabinet additions,[,],Constitution of Cabinet in violation of Constitution,[,],2010 tax scandal,[,],2011 resignation,[,],Cabinet departments",Cabinet of Pakistan
,Deputy Prime Minister of Pakistan
,List of Prime Ministers of Pakistan
,Prime Minister of Pakistan
"Marriage to Bhutto,Involvement in the first Bhutto Administration and first imprisonment,Political involvement in the second Bhutto Administration, report,Second imprisonment and conviction,Exile and legal problems,Bhutto's assassination and succession,February parliamentary elections and coalition formation,Coalition government,Rise to Presidency,Initial days,United Nations visit,Economic crises,Foreign policy,Reinstatement of the judiciary,Nizam-e-Adl Regulation,Reduction of presidential powers,2010 Pakistan floods and Europe tour,2011 Dubai hospitalisation,Family,Health,Surrey estate,2012 judicial investigation,Works",Asif Ali Zardari
,Deputy Speaker of the National Assembly of Pakistan
,Fahmida Mirza
,List of Presidents of Pakistan
,Nayyar Hussain Bukhari
,Chairman of the Senate of Pakistan
"[,],President and Parliament,[,],Relations between the Houses,[,],Cabinet,[,],2008-present",Senate of Pakistan
,Wewak
"[,],Senate,[,],National Assembly,[,],Composition of Parliament (As per Results of the 2008 General Elections),[,],Supreme Court,[,],Federal Shariat Court of Pakistan,[,],Provincial and High Courts,[,],Ombudsman/Mohtasib,[,],Provincial Governments,[,],Local Governments",Politics of Pakistan
,2/4th Battalion (Australia)
"[,],Formation,[,],North Africa and Syria,[,],New Guinea campaigns, 1942–44,[,],Borneo 1945,[,],Disbandment",2/25th Battalion (Australia)
"[,],Victoria Cross action,[,],Footnotes,[,],Bibliography,[,],Copyright photographs",Edward Kenna
,15th Punjab Regiment
,Karamjeet Singh Judge
,Richard Kelliher
,Frank Jefferson
,Senio
,David Jamieson (VC)
,Namdeo Jadav
,Grimbosq
"[,],Victoria Cross citation",Norman Cyril Jackson
"[,],World War II,[,],Recent years",Schweinfurt
,James Jackman
,Comacchio
"[,],Second World War,[,],Victoria Cross,[,],Re-forming,[,],Fleet Protection Group,[,],43 Commando Fleet Protection Group Royal Marines",43 Commando Fleet Protection Group Royal Marines
,Clive Hulme
"[,],De Jure Power,[,], power,[,],Chief Justices of Pakistan,[,],Justices,[,],PCO 1981 (General Zia ul Haq Martial Law),[,],PCO 1999 (General Pervez Musharraf First Martial Law),[,],PCO 2007 (General Pervez Musharraf Second Martial Law),[,],Reference against Chief Justice,[,],State of Emergency,[,],Sex Scandal involving Supreme Court Justices,[,],Supreme Court composition under Musharraf after 3 November 2007,[,],Restoration of Judges,[,],Long March Controversy,[,],Independence of the judiciary,[,],Constitutional petitions No. 8 and 9 of 2009",Supreme Court of Pakistan
,Tom Hunter (VC)
,No. 162 Squadron RCAF
,David Ernest Hornell
,Stanley Hollis
"[,],Relationship with Denmark,[,],Relationship with the European Union,[,],Distances to nearest countries and islands,[,],Population trends (1327–2004),[,],Urbanisation and regionalisation,[,],Religion,[,],Ólavsøka,[,],The Nordic House in the Faroe Islands,[,],Faroese literature,[,],Music,[,],Traditional food,[,],Whaling,[,],Sport,[,],Handcrafts,[,],Faroese national dress,[,],Birds,[,],Mammals,[,],Domestic animals",Faroe Islands
"[,],Norman expansion,[,],13th to 17th centuries,[,],18th and 19th centuries,[,],Second World War,[,],Regions,[,],Rivers,[,],Towns,[,],Symbols,[,],Literature,[,],Painting,[,],Languages,[,],Architecture,[,],Religion",Normandy
,Charles Ferguson Hoey
"[,],18th century,[,],19th century,[,],20th century",Royal Lincolnshire Regiment
,Mir Hazar Khan Khoso
"[,],Operation ,[,],El Alamein,[,],Tunisia,[,],Monte Cassino,[,],Advance to the Gothic Line,[,],Gothic Line and the race to Trieste,[,],Initial composition, 1940–41,[,],Order of Battle as at 11 May 1944",2nd New Zealand Division
"[,],Subdivisions,[,],Province,[,],Church of the Ypapandi,[,],Twin towns — Sister cities",Kalamata
,Jack Hinton
,John William Harper
,John Pennington Harman
,Henry Eric Harden
,John Hannah (VC)
,No. 83 Squadron RAF
,Fusignano
,Ali Haidar
,13th Frontier Force Rifles
"[,],Early History,[,],British Rule,[,],Shree Govindajee Temple,[,],War Cemeteries,[,],Women's Market or Ima Keithel,[,],Air,[,],Railways",Imphal
,Monte San Bartolo
,Abdul Hafiz (VC)
"[,],The Jat people,[,],British Indian Army: 1795 to 1947,[,],Post-independence,[,],Battle honours,[,],Victoria Cross winners,[,],Maha Vir Chakra,[,],Vir Chakra",Jat Regiment
,Thaman Gurung
,Taungdaw
